bbox_area,solidity,centroid-0,centroid-1,orientation,convex_area,area,filled_area,eccentricity,extent,major_axis_length,feret_diameter_max,inertia_tensor-0-0,inertia_tensor-0-1,inertia_tensor-1-0,inertia_tensor-1-1,perimeter,perimeter_crofton,minor_axis_length,label
7276,0.7473069198466313,100.97361348644026,100.48301978988518,-1.2697811879160759,5477,4093,4093,0.8988637162579282,0.5625343595382079,123.89408322838534,116.77756633874505,891.2211262827751,219.48175760143988,219.48175760143988,252.37702180711838,354.73506473629425,338.99144706503785,54.29389017593253,156
10712,0.9402637703646237,100.18894389438944,100.43165566556655,-0.2001468040027342,7734,7272,7272,0.3705426962299065,0.6788648244958925,102.44320678147005,107.70329614269008,569.4147459936452,17.547317778394987,17.547317778394987,652.3534641211646,357.8061325481597,341.90300192250004,95.15083155793188,137
9373,0.6498434334131515,100.98157596371883,100.86281179138322,-1.036508186908772,5429,3528,3528,0.7490057090197526,0.3764002987303958,105.04665814254712,116.84605256490268,589.3428573999513,169.56828719772093,169.56828719772093,403.09291452314085,408.0315292925759,389.51966388423654,69.60008594716184,091
9030,0.8605499012608233,100.75375110326567,100.6540158870256,1.2244452075894106,6583,5665,5665,0.7140810733466599,0.6273532668881506,108.77924182518903,111.66467659918243,696.100242036817,-120.41453701013269,-120.41453701013269,405.9059987271059,346.7766952966369,331.44643971938837,76.15232366881402,192
1764,0.7944444444444444,100.65434565434566,100.61338661338661,-0.012331070663122345,1260,1001,1001,0.9820400131426338,0.5674603174603174,87.39310016800916,84.38009243891595,17.062318301079543,5.6760921396286035,5.6760921396286035,477.2771264699337,191.9827560572969,184.69258298047316,16.488697927990863,123
10750,0.9029952866048351,100.20407476006062,100.54386260313184,-0.40097531886217613,6577,5939,5939,0.8300123610408893,0.5524651162790698,120.62471472027156,129.0310040261642,378.339673984153,225.1374240570792,225.1374240570792,813.9495978095312,342.33304448274095,327.2335945773577,67.27783102443219,183
4692,0.8968596946125036,100.16318663668487,100.16125923546419,0.27196045870852475,3471,3113,3113,0.8388474752944817,0.6634697357203752,87.33252084423732,94.59386872308374,165.46194920134815,-86.79090276530161,-86.79090276530161,452.482204043869,257.27922061357856,246.59751318729406,47.540900863512555,200
11473,0.8279209522708887,100.82258514796203,100.89475153545506,0.04497774620411291,8653,7164,7164,0.8836859527213139,0.6244225573084633,154.24041508414976,149.4824404403407,328.12180941621057,-52.15357749882233,-52.15357749882233,1484.534269363911,506.37467504308347,482.7548124542936,72.19689477499111,130
2752,0.9022373540856031,100.30404312668463,100.02156334231806,0.06034837536985101,2056,1855,1855,0.9464665261570341,0.6740552325581395,88.62701794449096,87.66413177577246,52.75425200340014,-26.474845431230527,-26.474845431230527,489.32211303318047,212.46803743153544,204.11384755209886,28.60897640343267,038
4331,0.9394119394119395,100.29339234903573,100.51185583306987,-0.22631590207784674,3367,3163,3240,0.5201371665843603,0.7303163241745555,70.08837581580214,72.56721022610694,228.142998863819,18.163136962721758,18.163136962721758,302.8415213089138,258.9360748630709,245.4867924527544,59.8612721069859,070
10800,0.90292515055922,100.34699063045895,100.29172621883437,1.0705865765249691,6974,6297,6297,0.7247898983887497,0.5830555555555555,110.53682603625964,116.76472069936193,671.3722564611725,-168.82794635728908,-168.82794635728908,454.7658925635139,349.1614716074871,333.7073494345662,76.15655240506003,101
10370,0.9225913121899895,100.22759856630825,100.04789833822092,0.47120661297638,6653,6138,6138,0.864599119147421,0.5918997107039538,126.18359065688729,129.07749610214788,404.5464186850052,-300.9003072697139,-300.9003072697139,841.8395315742703,353.56349186104046,337.88072633049825,63.402497214885116,160
2556,0.879825992387167,100.00309023485785,100.06674907292954,-0.05279396610271343,1839,1618,1618,0.8946732449425161,0.63302034428795,69.57444745348296,71.06335201775947,61.04869660081809,12.761022092314363,12.761022092314363,301.86340206973165,184.16652224137047,177.28232865593682,31.080377093454565,059
8393,0.8556481645681858,100.19917098445596,100.30963730569948,-0.450353565507676,5639,4825,4825,0.8786352120159868,0.5748838317645657,117.38900317321357,120.7683733433551,322.3464045316651,260.5605308706275,260.5605308706275,735.2824034578114,333.9066376115481,319.24485992227005,56.05250094180347,171
2925,0.9072657743785851,100.46891464699684,100.69704952581665,1.3554110941763176,2092,1898,1898,0.7958592054761805,0.6488888888888888,64.6877066612146,69.6419413859206,253.9645961419098,-34.5856827829416,-34.5856827829416,103.44608322664531,187.33809511662426,180.28916828841346,39.16722452267372,181
10920,0.8573575830452428,100.00455820476859,100.26858345021037,0.58518184233695,6653,5704,5704,0.8283730336530818,0.5223443223443224,119.23683404827536,128.69343417595164,464.8675543748735,-280.7577168356055,-280.7577168356055,702.5588852536251,387.9898987322333,370.51900665876747,66.79371557414682,109
